Date/Time,V10,D10,V70,D70,V80,D80
2019-01-16_15:00:00,9.465,57.3,11.131,298.0,11.410,48.7
2019-01-16_16:00:00,8.962,61.5,10.285,300.4,10.565,51.2
2019-01-16_17:00:00,9.250,60.1,10.521,299.3,10.740,49.7
2019-01-16_18:00:00,8.997,65.2,10.161,304.9,10.329,56.3
2019-01-16_19:00:00,10.309,65.0,11.781,302.5,12.040,53.4
2019-01-16_20:00:00,10.231,60.7,11.718,300.6,12.010,51.5
2019-01-16_21:00:00,9.283,63.0,10.851,301.4,11.156,52.2
2019-01-16_22:00:00,9.199,60.6,10.406,299.7,10.696,50.3
2019-01-16_23:00:00,7.840,61.4,8.421,301.3,8.629,52.6
2019-01-17_00:00:00,7.659,61.1,8.524,300.0,8.871,50.6
2019-01-17_01:00:00,8.505,67.2,9.462,302.7,9.666,53.4
2019-01-17_02:00:00,9.052,75.9,9.759,309.8,9.919,60.1
2019-01-17_03:00:00,7.309,76.1,7.850,311.5,8.086,63.2
2019-01-17_04:00:00,8.159,79.7,8.978,315.3,9.124,66.7
2019-01-17_05:00:00,7.702,77.9,8.284,312.1,8.505,63.3
2019-01-17_06:00:00,8.022,84.8,8.876,320.5,8.974,72.8
2019-01-17_07:00:00,7.998,83.1,9.210,320.5,9.301,72.6
2019-01-17_08:00:00,9.403,87.8,11.148,326.1,11.280,78.1
2019-01-17_09:00:00,8.866,82.7,10.266,321.5,10.356,73.3
2019-01-17_10:00:00,9.270,75.4,10.795,311.7,10.878,63.0
2019-01-17_11:00:00,6.918,68.3,8.123,306.8,8.306,58.2
2019-01-17_12:00:00,6.914,69.7,8.051,307.6,8.227,58.4
2019-01-17_13:00:00,8.040,65.5,9.122,303.2,9.346,53.7
2019-01-17_14:00:00,8.259,60.0,9.877,301.3,10.084,52.4
2019-01-17_15:00:00,7.901,57.4,8.772,299.8,8.931,51.3
2019-01-17_16:00:00,8.192,57.0,9.712,298.1,9.946,49.1
2019-01-17_17:00:00,9.476,55.9,11.580,294.9,12.002,45.0
2019-01-17_18:00:00,9.274,53.1,11.862,292.0,12.297,41.8
2019-01-17_19:00:00,8.813,53.1,11.341,289.7,11.836,39.7
2019-01-17_20:00:00,7.800,53.0,10.264,288.3,10.742,38.4
2019-01-17_21:00:00,8.446,50.0,11.424,287.3,11.906,37.2
2019-01-17_22:00:00,8.985,50.5,11.609,287.1,12.095,37.1
2019-01-17_23:00:00,8.450,55.3,10.569,288.5,10.972,38.2
2019-01-18_00:00:00,8.361,51.7,10.210,287.6,10.614,37.3
2019-01-18_01:00:00,8.370,57.2,9.760,290.8,10.119,40.5
2019-01-18_02:00:00,10.273,57.2,11.479,296.7,11.766,46.9
2019-01-18_03:00:00,10.216,59.1,11.424,297.9,11.737,48.1
2019-01-18_04:00:00,10.646,58.7,11.791,297.2,12.069,47.3
2019-01-18_05:00:00,10.929,54.3,12.515,293.5,12.811,43.6
2019-01-18_06:00:00,9.220,56.3,10.305,295.1,10.634,44.8
2019-01-18_07:00:00,8.763,55.2,9.838,292.7,10.064,42.2
2019-01-18_08:00:00,7.121,55.3,8.313,294.4,8.457,44.4
2019-01-18_09:00:00,6.192,57.6,7.279,298.1,7.335,48.7
2019-01-18_10:00:00,5.993,56.6,7.110,297.9,7.378,48.3
2019-01-18_11:00:00,7.498,58.5,8.901,296.7,9.193,46.7
2019-01-18_12:00:00,6.690,50.7,8.769,289.6,9.177,39.5
2019-01-18_13:00:00,5.686,47.7,7.642,286.5,8.108,36.5
2019-01-18_14:00:00,5.991,41.4,7.847,284.1,8.354,33.9
2019-01-18_15:00:00,7.238,30.8,7.956,275.4,8.133,25.4
2019-01-18_16:00:00,6.801,29.4,7.747,272.5,7.774,23.3
2019-01-18_17:00:00,5.876,34.5,6.657,279.6,6.909,29.5
2019-01-18_18:00:00,6.087,30.9,6.851,276.5,6.871,26.9
2019-01-18_19:00:00,4.811,20.0,5.894,269.4,6.002,19.8
2019-01-18_20:00:00,4.311,31.0,5.309,278.5,5.534,29.4
2019-01-18_21:00:00,3.386,18.5,4.457,274.5,4.545,26.1
2019-01-18_22:00:00,2.953,33.5,3.895,289.8,4.100,41.2
2019-01-18_23:00:00,3.384,44.8,4.120,294.2,4.205,45.5
2019-01-19_00:00:00,2.983,45.8,3.511,286.8,3.720,38.5
2019-01-19_01:00:00,3.303,43.6,3.823,287.7,4.043,39.1
2019-01-19_02:00:00,4.138,46.9,4.138,285.2,4.243,36.0
2019-01-19_03:00:00,3.450,55.5,3.245,291.2,3.325,41.0
2019-01-19_04:00:00,2.942,47.3,2.780,289.2,2.864,38.2
2019-01-19_05:00:00,3.268,87.6,3.329,320.4,3.283,70.1
2019-01-19_06:00:00,3.924,115.0,4.078,344.2,4.067,96.4
2019-01-19_07:00:00,3.101,139.0,3.467,5.7,3.405,116.5
2019-01-19_08:00:00,1.474,143.2,2.231,4.8,2.346,113.2
2019-01-19_09:00:00,1.722,121.0,2.180,351.5,2.149,103.8
2019-01-19_10:00:00,1.164,68.0,1.895,345.0,2.064,99.9
2019-01-19_11:00:00,2.200,52.0,2.701,316.0,2.710,70.5
2019-01-19_12:00:00,1.992,8.7,1.914,275.3,1.906,28.4
2019-01-19_13:00:00,2.384,3.1,1.243,294.1,1.208,68.4
2019-01-19_14:00:00,2.036,340.7,0.999,174.8,0.811,290.7
2019-01-19_15:00:00,1.594,321.1,1.201,161.4,1.088,273.0
2019-01-19_16:00:00,1.689,336.6,1.024,172.2,0.941,285.6
2019-01-19_17:00:00,3.447,348.6,1.461,193.4,1.351,305.7
2019-01-19_18:00:00,5.103,352.6,2.438,207.9,2.188,313.6
2019-01-19_19:00:00,4.955,353.6,2.191,211.0,2.036,317.7
2019-01-19_20:00:00,3.260,347.3,1.635,206.2,1.467,314.2
2019-01-19_21:00:00,4.235,5.1,1.774,247.9,1.545,359.9
2019-01-19_22:00:00,2.418,9.2,1.080,256.0,1.013,17.1
2019-01-19_23:00:00,2.241,49.7,2.691,301.2,2.747,53.7
2019-01-20_00:00:00,4.635,51.1,5.073,298.0,5.115,50.2
2019-01-20_01:00:00,5.756,70.4,6.250,310.0,6.318,61.1
2019-01-20_02:00:00,7.609,60.1,8.174,300.1,8.365,51.6
2019-01-20_03:00:00,8.415,71.4,9.144,306.2,9.399,57.2
2019-01-20_04:00:00,8.478,63.2,9.083,303.6,9.206,54.8
2019-01-20_05:00:00,8.627,69.6,9.713,308.4,9.878,60.0
2019-01-20_06:00:00,9.670,76.1,11.011,312.3,11.132,63.7
2019-01-20_07:00:00,9.640,73.9,10.924,311.6,11.101,62.9
2019-01-20_08:00:00,10.127,73.3,11.483,309.8,11.648,61.1
2019-01-20_09:00:00,9.909,72.3,11.082,308.7,11.286,60.0
2019-01-20_10:00:00,9.100,73.0,10.380,310.0,10.560,61.7
2019-01-20_11:00:00,9.348,74.4,10.788,309.9,10.993,61.4
2019-01-20_12:00:00,10.321,74.0,12.005,311.8,12.212,63.3
2019-01-20_13:00:00,11.038,73.0,13.198,310.8,13.394,62.5
2019-01-20_14:00:00,11.065,64.0,12.712,303.2,12.974,54.1
2019-01-20_15:00:00,10.783,64.8,12.549,303.2,12.842,54.6
2019-01-20_16:00:00,11.116,61.2,13.081,301.8,13.391,52.8
2019-01-20_17:00:00,11.188,65.1,12.923,304.7,13.254,55.7
2019-01-20_18:00:00,10.941,66.7,12.799,303.9,13.117,54.8
2019-01-20_19:00:00,10.533,66.6,12.500,304.7,12.796,55.8
2019-01-20_20:00:00,11.106,65.2,12.983,303.2,13.267,54.0
2019-01-20_21:00:00,9.280,63.2,11.339,303.2,11.546,54.0
2019-01-20_22:00:00,10.048,64.0,11.735,302.3,12.007,53.3
2019-01-20_23:00:00,10.297,63.0,11.866,302.2,12.085,53.1
2019-01-21_00:00:00,10.110,67.3,11.706,305.5,11.911,56.6
2019-01-21_01:00:00,11.167,61.8,12.727,300.8,12.956,51.5
2019-01-21_02:00:00,10.662,62.3,12.527,300.4,12.779,51.0
2019-01-21_03:00:00,10.095,58.4,11.272,294.3,11.501,44.3
2019-01-21_04:00:00,8.700,59.9,9.526,297.6,9.824,47.7
2019-01-21_05:00:00,8.786,59.6,9.440,298.5,9.613,48.9
2019-01-21_06:00:00,8.247,57.6,9.218,297.4,9.476,47.9
2019-01-21_07:00:00,7.149,67.3,7.758,301.2,7.906,51.8
2019-01-21_08:00:00,7.266,67.8,7.694,303.5,7.977,54.0
2019-01-21_09:00:00,6.966,63.0,7.288,302.8,7.458,54.2
2019-01-21_10:00:00,6.193,63.7,7.053,301.5,7.369,52.7
2019-01-21_11:00:00,6.516,72.8,7.594,309.7,7.803,60.6
2019-01-21_12:00:00,6.893,62.6,8.097,302.5,8.288,53.9
2019-01-21_13:00:00,7.817,55.9,9.207,297.4,9.443,48.7
2019-01-21_14:00:00,5.318,69.1,6.106,306.5,6.377,57.9
2019-01-21_15:00:00,4.662,67.2,5.574,304.8,5.752,56.2
2019-01-21_16:00:00,6.473,56.0,7.415,298.2,7.705,49.4
2019-01-21_17:00:00,6.737,55.2,7.976,295.6,8.278,46.3
2019-01-21_18:00:00,7.004,54.1,8.728,293.1,9.103,43.6
2019-01-21_19:00:00,6.337,53.7,7.847,293.7,8.177,44.9
2019-01-21_20:00:00,4.856,55.5,5.828,298.1,6.035,49.2
2019-01-21_21:00:00,5.582,51.5,6.814,295.1,7.073,46.8
2019-01-21_22:00:00,4.910,53.1,6.083,295.8,6.324,47.3
2019-01-21_23:00:00,4.588,62.0,5.165,301.9,5.352,53.4
2019-01-22_00:00:00,4.736,60.7,5.478,299.3,5.665,50.5
2019-01-22_01:00:00,5.383,74.2,5.814,308.1,5.973,58.7
2019-01-22_02:00:00,6.249,64.7,6.517,299.7,6.698,50.3
2019-01-22_03:00:00,5.402,66.5,5.737,300.8,5.928,51.3
2019-01-22_04:00:00,5.282,96.0,5.665,331.7,5.705,83.8
2019-01-22_05:00:00,6.291,107.8,7.067,339.0,7.124,91.1
2019-01-22_06:00:00,7.344,102.4,8.230,338.0,8.306,89.9
2019-01-22_07:00:00,7.505,89.5,8.967,329.1,9.092,81.8
2019-01-22_08:00:00,5.995,90.7,7.184,330.4,7.317,83.0
2019-01-22_09:00:00,5.735,84.9,6.904,327.8,7.021,80.5
2019-01-22_10:00:00,5.250,80.1,6.816,320.5,7.003,72.9
2019-01-22_11:00:00,3.413,66.6,4.195,311.7,4.383,63.9
2019-01-22_12:00:00,4.187,61.2,4.935,304.5,5.288,56.5
2019-01-22_13:00:00,4.957,51.2,6.608,295.3,6.893,46.6
2019-01-22_14:00:00,5.714,53.0,7.553,293.3,7.890,44.3
2019-01-22_15:00:00,5.308,51.0,7.510,292.5,7.921,42.8
2019-01-22_16:00:00,5.013,52.3,7.309,290.7,7.825,41.5
2019-01-22_17:00:00,5.818,37.9,6.394,281.7,6.745,31.7
2019-01-22_18:00:00,5.821,39.8,6.610,281.5,7.044,31.6
2019-01-22_19:00:00,5.172,44.6,7.606,284.3,8.059,33.9
2019-01-22_20:00:00,5.128,43.3,7.547,285.6,8.194,36.3
2019-01-22_21:00:00,5.648,43.6,8.174,286.6,8.752,37.4
2019-01-22_22:00:00,6.323,38.3,7.471,283.7,7.963,34.4
2019-01-22_23:00:00,5.788,34.6,6.701,278.1,7.120,28.0
2019-01-23_00:00:00,5.662,37.1,7.043,275.2,7.387,24.1
2019-01-23_01:00:00,5.469,45.8,6.015,279.4,6.323,27.8
2019-01-23_02:00:00,6.850,50.5,7.257,284.1,7.563,32.8
2019-01-23_03:00:00,6.979,52.3,7.186,286.8,7.345,36.0
2019-01-23_04:00:00,7.478,53.2,7.753,288.3,7.968,37.5
2019-01-23_05:00:00,7.033,55.5,7.392,294.4,7.575,44.9
2019-01-23_06:00:00,6.222,73.8,6.724,310.8,6.854,61.8
2019-01-23_07:00:00,6.863,78.4,7.559,314.0,7.573,65.8
2019-01-23_08:00:00,5.685,87.2,6.712,326.7,6.804,79.6
2019-01-23_09:00:00,5.386,83.8,6.838,322.3,7.011,75.0
2019-01-23_10:00:00,5.707,81.8,7.128,321.0,7.324,73.6
2019-01-23_11:00:00,5.472,72.2,6.397,311.0,6.712,62.6
2019-01-23_12:00:00,4.849,66.7,5.428,304.7,5.713,56.4
2019-01-23_13:00:00,5.934,58.0,7.248,297.9,7.600,48.3
2019-01-23_14:00:00,6.378,54.8,7.877,292.8,8.295,43.4
2019-01-23_15:00:00,5.635,51.3,7.619,289.5,8.051,39.5
2019-01-23_16:00:00,6.023,52.5,8.094,291.9,8.548,42.4
2019-01-23_17:00:00,5.887,49.1,8.141,287.2,8.711,37.4
2019-01-23_18:00:00,5.754,51.3,7.024,287.9,7.443,38.4
2019-01-23_19:00:00,5.550,48.6,7.918,286.5,8.482,36.3
2019-01-23_20:00:00,5.752,51.0,7.188,286.9,7.553,36.7
2019-01-23_21:00:00,6.120,52.0,8.061,290.1,8.589,40.4
2019-01-23_22:00:00,6.486,55.0,8.322,291.4,8.782,41.8
2019-01-23_23:00:00,7.424,54.0,9.331,291.7,9.724,41.7
2019-01-24_00:00:00,7.193,57.6,8.276,295.7,8.577,46.5
2019-01-24_01:00:00,7.799,60.1,8.632,298.8,8.860,49.7
2019-01-24_02:00:00,8.246,56.7,8.967,297.1,9.109,47.8
2019-01-24_03:00:00,8.513,64.4,9.146,301.9,9.398,52.5
2019-01-24_04:00:00,7.993,66.4,8.693,304.0,8.846,54.7
2019-01-24_05:00:00,7.457,74.7,7.990,309.9,8.113,61.0
2019-01-24_06:00:00,6.401,72.3,6.854,307.3,6.966,58.7
2019-01-24_07:00:00,6.649,88.3,7.290,326.4,7.344,78.8
2019-01-24_08:00:00,6.745,89.8,8.154,330.8,8.233,83.1
2019-01-24_09:00:00,6.396,84.0,7.641,324.2,7.751,77.1
2019-01-24_10:00:00,5.153,77.4,6.516,315.9,6.617,67.5
2019-01-24_11:00:00,5.844,63.7,6.700,304.4,6.962,55.9
2019-01-24_12:00:00,6.749,56.7,7.850,299.3,8.049,50.4
2019-01-24_13:00:00,7.253,53.4,9.323,294.6,9.698,45.1
2019-01-24_14:00:00,6.345,52.3,8.502,292.3,8.931,42.6
2019-01-24_15:00:00,5.843,46.9,7.578,285.6,8.139,36.0
2019-01-24_16:00:00,5.885,44.0,7.489,283.6,8.073,33.4
2019-01-24_17:00:00,5.972,39.1,6.859,279.1,7.238,28.8
2019-01-24_18:00:00,6.042,42.2,7.372,281.3,7.808,31.0
2019-01-24_19:00:00,6.765,36.3,7.546,282.4,8.070,32.4
2019-01-24_20:00:00,6.302,36.0,6.886,282.0,7.372,32.3
2019-01-24_21:00:00,6.145,36.0,6.754,280.8,7.116,31.0
2019-01-24_22:00:00,5.964,37.6,7.031,286.3,7.539,36.2
2019-01-24_23:00:00,6.311,37.8,7.000,285.6,7.480,36.5
2019-01-25_00:00:00,6.125,35.9,6.563,282.1,6.893,32.9
2019-01-25_01:00:00,6.157,36.0,6.915,281.4,7.311,32.0
2019-01-25_02:00:00,5.731,42.2,6.085,282.0,6.303,32.0
2019-01-25_03:00:00,4.733,44.1,4.811,278.8,4.967,29.2
2019-01-25_04:00:00,5.181,42.8,5.218,281.1,5.245,30.7
2019-01-25_05:00:00,3.069,56.8,2.939,302.9,3.024,54.0
2019-01-25_06:00:00,3.878,117.4,3.955,346.0,3.905,97.5
2019-01-25_07:00:00,3.803,106.4,4.084,340.2,4.111,92.6
2019-01-25_08:00:00,3.225,98.2,3.550,337.2,3.562,89.3
2019-01-25_09:00:00,3.442,86.3,4.055,334.0,4.147,85.5
2019-01-25_10:00:00,4.286,74.7,5.132,318.5,5.119,70.7
2019-01-25_11:00:00,4.424,59.7,4.683,307.4,4.819,58.4
2019-01-25_12:00:00,5.082,72.2,6.035,311.0,6.174,62.4
2019-01-25_13:00:00,4.914,75.5,6.126,314.1,6.329,65.9
2019-01-25_14:00:00,6.296,70.3,7.499,307.6,7.721,59.2
2019-01-25_15:00:00,7.024,68.0,8.222,306.0,8.581,57.1
2019-01-25_16:00:00,8.129,64.7,9.231,302.9,9.471,53.9
2019-01-25_17:00:00,7.867,61.1,8.758,302.0,9.047,53.3
2019-01-25_18:00:00,7.753,64.5,8.930,302.7,9.205,53.7
2019-01-25_19:00:00,8.130,64.7,9.625,302.3,9.810,53.8
2019-01-25_20:00:00,8.982,64.0,10.409,303.1,10.669,54.3
2019-01-25_21:00:00,10.101,66.4,11.503,304.1,11.732,55.2
2019-01-25_22:00:00,10.821,66.0,12.053,304.5,12.345,55.6
2019-01-25_23:00:00,10.575,68.4,12.562,306.8,12.835,58.0
2019-01-26_00:00:00,10.332,68.2,12.134,306.2,12.368,57.4
2019-01-26_01:00:00,10.652,70.0,12.750,306.8,13.020,58.5
2019-01-26_02:00:00,10.518,67.3,12.248,304.5,12.586,55.6
2019-01-26_03:00:00,11.533,64.7,13.271,303.7,13.559,54.9
2019-01-26_04:00:00,11.937,62.9,13.671,301.7,13.979,52.7
2019-01-26_05:00:00,10.961,68.7,12.460,305.4,12.686,56.6
2019-01-26_06:00:00,10.504,69.0,12.156,306.2,12.337,57.7
2019-01-26_07:00:00,11.261,77.9,13.347,316.1,13.389,68.1
2019-01-26_08:00:00,10.026,75.0,11.827,312.1,11.974,63.8
2019-01-26_09:00:00,10.410,77.1,11.899,313.2,11.989,64.4
2019-01-26_10:00:00,10.231,76.4,12.367,313.9,12.481,65.6
2019-01-26_11:00:00,9.841,76.9,11.745,313.7,11.868,65.4
2019-01-26_12:00:00,9.896,70.5,11.512,308.5,11.662,59.7
2019-01-26_13:00:00,9.936,70.4,11.728,308.2,11.964,59.6
2019-01-26_14:00:00,9.773,71.0,11.569,308.8,11.698,60.3
2019-01-26_15:00:00,9.760,67.0,11.394,305.0,11.568,56.1
2019-01-26_16:00:00,9.901,64.1,11.581,302.2,11.880,53.1
2019-01-26_17:00:00,10.525,57.1,12.490,296.8,12.812,46.9
2019-01-26_18:00:00,9.623,54.3,12.176,291.7,12.621,41.2
2019-01-26_19:00:00,10.097,54.9,11.901,292.7,12.258,42.4
2019-01-26_20:00:00,10.191,53.1,12.625,291.9,13.073,41.6
2019-01-26_21:00:00,9.705,52.6,11.864,291.4,12.252,41.0
2019-01-26_22:00:00,8.944,53.6,11.114,292.1,11.507,41.7
2019-01-26_23:00:00,9.260,56.3,11.009,294.7,11.384,44.8
2019-01-27_00:00:00,9.867,54.3,11.195,293.5,11.563,43.4
2019-01-27_01:00:00,10.052,56.7,11.281,296.3,11.552,46.2
2019-01-27_02:00:00,10.153,66.9,11.204,304.2,11.383,55.3
2019-01-27_03:00:00,8.736,68.3,9.393,303.5,9.679,54.2
2019-01-27_04:00:00,8.873,65.9,9.217,302.7,9.522,52.9
2019-01-27_05:00:00,8.319,78.7,8.861,313.3,9.058,64.2
2019-01-27_06:00:00,7.750,76.0,8.282,312.5,8.458,63.7
2019-01-27_07:00:00,6.649,84.0,7.309,319.9,7.412,71.7
2019-01-27_08:00:00,7.390,78.5,8.229,316.0,8.327,67.4
2019-01-27_09:00:00,7.247,68.7,8.472,308.3,8.756,58.6
2019-01-27_10:00:00,6.546,58.0,7.431,300.3,7.749,50.7
2019-01-27_11:00:00,6.803,55.4,7.603,297.1,7.928,47.8
2019-01-27_12:00:00,6.943,52.9,8.347,293.7,8.683,44.5
2019-01-27_13:00:00,7.292,54.3,8.807,292.4,9.179,43.2
2019-01-27_14:00:00,6.923,50.4,8.742,288.8,9.182,39.0
2019-01-27_15:00:00,5.602,41.2,6.482,281.3,6.776,31.3
2019-01-27_16:00:00,6.963,34.9,7.908,276.1,8.058,25.9
2019-01-27_17:00:00,6.680,34.5,7.534,277.5,7.742,27.5
2019-01-27_18:00:00,5.244,37.6,6.257,279.7,6.647,29.0
2019-01-27_19:00:00,5.408,34.9,6.328,282.0,6.797,32.4
2019-01-27_20:00:00,5.665,36.6,6.396,283.3,6.867,33.8
2019-01-27_21:00:00,5.535,34.6,6.219,282.3,6.677,33.0
2019-01-27_22:00:00,5.420,33.7,6.423,286.1,6.824,37.1
2019-01-27_23:00:00,4.959,33.3,6.344,287.7,6.747,38.5
2019-01-28_00:00:00,4.576,30.7,5.781,283.4,6.135,34.6
2019-01-28_01:00:00,4.734,34.0,5.221,284.6,5.446,35.8
2019-01-28_02:00:00,3.673,44.8,3.692,285.6,3.821,37.4
2019-01-28_03:00:00,2.267,64.2,2.390,304.1,2.389,56.2
2019-01-28_04:00:00,2.944,184.7,3.045,55.0,2.951,164.4
2019-01-28_05:00:00,2.819,191.1,2.869,55.9,2.728,166.7
2019-01-28_06:00:00,2.794,175.0,3.414,43.5,3.016,155.2
2019-01-28_07:00:00,2.575,169.0,3.422,35.5,2.967,145.5
2019-01-28_08:00:00,2.250,157.2,3.826,18.6,3.857,128.0
2019-01-28_09:00:00,2.133,124.8,3.108,356.5,3.182,108.0
2019-01-28_10:00:00,3.039,84.7,3.795,336.0,3.901,89.3
2019-01-28_11:00:00,3.199,60.8,4.166,317.2,4.439,70.4
2019-01-28_12:00:00,4.438,44.6,4.301,303.5,4.451,56.1
2019-01-28_13:00:00,4.536,49.5,4.738,298.9,4.724,50.5
2019-01-28_14:00:00,5.847,51.8,7.185,295.2,7.337,45.9
2019-01-28_15:00:00,6.404,54.0,8.360,294.3,8.649,45.0
2019-01-28_16:00:00,6.867,52.9,9.232,294.2,9.649,44.7
2019-01-28_17:00:00,7.920,53.6,9.735,294.3,10.133,44.7
2019-01-28_18:00:00,6.940,52.9,9.671,292.0,10.176,42.5
2019-01-28_19:00:00,7.739,54.0,9.813,294.3,10.192,44.5
2019-01-28_20:00:00,6.730,52.1,9.036,289.8,9.530,40.0
2019-01-28_21:00:00,6.202,52.1,8.158,289.8,8.646,40.1
2019-01-28_22:00:00,6.163,52.0,8.212,289.5,8.753,39.6
2019-01-28_23:00:00,6.747,53.0,8.646,291.8,9.141,41.9
2019-01-29_00:00:00,6.667,52.7,8.279,290.2,8.655,40.6
2019-01-29_01:00:00,7.090,54.7,7.862,288.2,8.181,37.9
2019-01-29_02:00:00,7.382,56.4,7.945,291.5,8.139,40.9
2019-01-29_03:00:00,7.428,54.6,7.768,293.7,7.917,43.6
2019-01-29_04:00:00,6.221,62.9,6.555,301.8,6.639,52.2
2019-01-29_05:00:00,5.216,63.8,5.566,301.3,5.708,51.8
2019-01-29_06:00:00,6.364,79.0,6.496,311.8,6.551,64.2
2019-01-29_07:00:00,6.118,76.5,6.391,312.4,6.420,64.2
2019-01-29_08:00:00,5.374,76.6,5.982,313.1,6.001,64.5
2019-01-29_09:00:00,3.816,80.7,4.492,318.5,4.484,69.0
2019-01-29_10:00:00,3.997,67.8,4.566,307.3,4.777,59.1
2019-01-29_11:00:00,5.333,56.5,5.776,301.9,5.929,53.2
2019-01-29_12:00:00,6.310,52.9,7.080,298.9,7.312,49.9
2019-01-29_13:00:00,6.113,52.9,8.111,293.1,8.440,43.0
2019-01-29_14:00:00,4.813,48.1,7.852,290.4,8.441,40.4
2019-01-29_15:00:00,5.428,39.4,6.919,285.2,7.389,35.3
2019-01-29_16:00:00,5.816,35.7,6.773,281.8,6.993,31.4
2019-01-29_17:00:00,6.863,35.3,7.328,279.8,7.560,30.0
2019-01-29_18:00:00,6.822,33.4,7.256,279.8,7.479,29.6
2019-01-29_19:00:00,6.548,31.0,7.764,278.9,8.180,29.1
2019-01-29_20:00:00,5.656,31.9,6.830,280.5,7.194,30.5
2019-01-29_21:00:00,5.360,32.0,6.545,279.6,6.751,29.4
2019-01-29_22:00:00,5.026,31.2,6.228,280.6,6.501,31.0
2019-01-29_23:00:00,4.981,28.0,6.200,278.0,6.347,28.6
2019-01-30_00:00:00,5.575,29.8,6.704,277.9,6.915,28.0
2019-01-30_01:00:00,4.539,42.5,5.984,284.8,6.335,34.5
2019-01-30_02:00:00,4.067,48.9,4.502,287.4,4.707,37.0
2019-01-30_03:00:00,4.101,54.7,4.165,293.8,4.263,43.2
2019-01-30_04:00:00,2.948,306.7,2.791,248.7,2.722,1.5
2019-01-30_05:00:00,2.627,221.0,1.905,93.4,1.830,202.8
2019-01-30_06:00:00,1.786,189.6,1.556,53.0,1.501,159.7
2019-01-30_07:00:00,1.600,156.6,1.725,17.3,1.743,121.8
2019-01-30_08:00:00,2.083,202.1,2.091,68.2,2.151,176.4
2019-01-30_09:00:00,1.698,199.6,2.406,57.0,2.529,166.1
2019-01-30_10:00:00,0.927,227.1,1.584,41.1,1.685,148.8
2019-01-30_11:00:00,0.921,233.6,1.221,45.8,1.312,153.1
2019-01-30_12:00:00,1.013,175.5,1.931,37.2,2.029,146.4
2019-01-30_13:00:00,0.645,40.8,1.268,30.4,1.292,142.9
2019-01-30_14:00:00,1.263,269.8,1.358,136.3,1.410,245.1
2019-01-30_15:00:00,1.549,279.5,2.852,169.7,2.949,280.8
2019-01-30_16:00:00,2.273,273.0,3.979,173.7,4.137,286.3
2019-01-30_17:00:00,4.166,287.3,5.869,173.9,5.908,286.0
2019-01-30_18:00:00,4.142,285.5,4.872,155.9,4.868,265.9
2019-01-30_19:00:00,2.223,285.2,3.386,165.2,3.419,273.9
2019-01-30_20:00:00,3.824,284.3,5.101,158.5,5.135,267.9
2019-01-30_21:00:00,4.134,290.5,5.544,167.1,5.563,277.3
2019-01-30_22:00:00,4.135,299.1,5.326,180.7,5.402,294.6
2019-01-30_23:00:00,3.627,295.5,5.189,172.2,5.300,283.8
2019-01-31_00:00:00,4.005,251.7,4.596,140.6,4.703,250.7
2019-01-31_01:00:00,3.862,259.2,4.419,148.6,4.495,261.1
2019-01-31_02:00:00,4.978,262.9,5.260,147.3,5.234,258.7
2019-01-31_03:00:00,5.001,259.1,5.064,145.0,4.939,257.1
2019-01-31_04:00:00,3.880,242.2,4.025,138.7,4.023,250.9
2019-01-31_05:00:00,4.402,237.5,4.266,127.7,4.136,239.6
2019-01-31_06:00:00,3.396,228.0,3.282,125.0,3.103,235.0
2019-01-31_07:00:00,1.524,204.3,1.622,120.2,1.631,232.6
2019-01-31_08:00:00,1.565,90.3,2.082,298.1,2.153,47.8
2019-01-31_09:00:00,2.816,82.0,3.771,331.9,4.025,85.9
2019-01-31_10:00:00,6.870,78.9,8.789,321.5,8.933,74.2
2019-01-31_11:00:00,9.883,82.4,11.785,320.6,11.880,72.7
2019-01-31_12:00:00,9.301,86.7,11.043,324.2,11.244,76.3
2019-01-31_13:00:00,10.256,82.9,11.789,321.2,11.973,73.2
2019-01-31_14:00:00,10.007,80.4,11.877,316.9,11.965,69.2
2019-01-31_15:00:00,11.211,82.9,13.128,321.0,13.221,73.2
2019-01-31_16:00:00,9.789,82.1,11.654,321.0,11.863,73.3
2019-01-31_17:00:00,8.687,80.3,9.967,315.3,10.124,67.2
2019-01-31_18:00:00,9.155,76.6,10.735,314.3,10.847,65.9
2019-01-31_19:00:00,9.334,75.7,10.707,312.1,10.882,63.7
2019-01-31_20:00:00,9.573,76.0,10.668,311.7,10.799,63.1
2019-01-31_21:00:00,8.356,75.1,9.502,311.4,9.677,63.0
2019-01-31_22:00:00,8.408,72.2,9.195,310.5,9.378,61.6
2019-01-31_23:00:00,8.055,69.1,8.953,307.0,9.114,58.1
2019-02-01_00:00:00,8.204,70.7,9.132,307.6,9.387,58.5
2019-02-01_01:00:00,8.540,66.1,9.588,302.9,9.875,53.6
2019-02-01_02:00:00,10.203,73.3,11.665,311.3,11.778,62.7
2019-02-01_03:00:00,9.874,75.0,11.066,312.3,11.230,64.0
2019-02-01_04:00:00,10.181,74.4,11.375,310.3,11.472,61.6
2019-02-01_05:00:00,8.082,69.4,8.993,306.7,9.193,58.9
2019-02-01_06:00:00,7.797,68.2,8.271,306.4,8.511,57.3
2019-02-01_07:00:00,7.825,75.7,8.620,311.5,8.799,62.1
